id,funnel_name,event_name,date_
36622,registered_onboarding_funnel,first_app_open,2022-03-01
36455,registered_onboarding_funnel,first_app_open,2022-03-01
35989,registered_onboarding_funnel,phone_entered,2022-03-01
35989,registered_onboarding_funnel,otp_verified,2022-03-01
35797,guest_onboarding_funnel,entered_dashboard,2022-03-01
35256,registered_onboarding_funnel,first_app_open,2022-03-01
34955,guest_onboarding_funnel,entered_dashboard,2022-03-01
34955,registered_onboarding_funnel,phone_entered,2022-03-01
34955,registered_onboarding_funnel,otp_verified,2022-03-01
34955,registered_onboarding_funnel,user_signed_up,2022-03-01
34676,registered_onboarding_funnel,first_app_open,2022-03-01
34676,registered_onboarding_funnel,phone_entered,2022-03-01
34676,registered_onboarding_funnel,otp_verified,2022-03-01
33004,registered_onboarding_funnel,first_app_open,2022-03-01
32214,guest_onboarding_funnel,entered_dashboard,2022-03-01
32056,registered_onboarding_funnel,first_app_open,2022-03-01
31791,registered_onboarding_funnel,phone_entered,2022-03-01
31791,registered_onboarding_funnel,otp_verified,2022-03-01
31791,registered_onboarding_funnel,name_screen_launch,2022-03-01
31791,registered_onboarding_funnel,user_signed_up,2022-03-01
31414,registered_onboarding_funnel,otp_verified,2022-03-01
31374,registered_onboarding_funnel,first_app_open,2022-03-01
31137,registered_onboarding_funnel,name_screen_launch,2022-03-01
30962,guest_onboarding_funnel,grade_screen_launch,2022-03-01
30703,registered_onboarding_funnel,name_screen_launch,2022-03-01
30691,registered_onboarding_funnel,name_screen_launch,2022-03-01
30457,registered_onboarding_funnel,name_screen_launch,2022-03-01
30276,registered_onboarding_funnel,grade_screen_launch,2022-03-01
29543,guest_onboarding_funnel,entered_dashboard,2022-03-01
29233,guest_onboarding_funnel,entered_dashboard,2022-03-01
29233,registered_onboarding_funnel,name_screen_launch,2022-03-01
29113,guest_onboarding_funnel,entered_dashboard,2022-03-01
29041,registered_onboarding_funnel,phone_entered,2022-03-01
29041,registered_onboarding_funnel,grade_screen_launch,2022-03-01
28848,guest_onboarding_funnel,entered_dashboard,2022-03-01
28256,guest_onboarding_funnel,country_screen_launch,2022-03-01
28256,guest_onboarding_funnel,entered_dashboard,2022-03-01
28256,guest_onboarding_funnel,grade_screen_launch,2022-03-01
27760,guest_onboarding_funnel,entered_dashboard,2022-03-01
27760,registered_onboarding_funnel,name_screen_launch,2022-03-01
27760,registered_onboarding_funnel,user_signed_up,2022-03-01
27032,registered_onboarding_funnel,phone_entered,2022-03-01
27032,registered_onboarding_funnel,otp_verified,2022-03-01
27032,registered_onboarding_funnel,name_screen_launch,2022-03-01
27032,registered_onboarding_funnel,grade_screen_launch,2022-03-01
27032,registered_onboarding_funnel,gender_screen_launch,2022-03-01
27032,registered_onboarding_funnel,user_signed_up,2022-03-01
26746,registered_onboarding_funnel,user_signed_up,2022-03-01
26006,registered_onboarding_funnel,gender_screen_launch,2022-03-01
25933,registered_onboarding_funnel,first_app_open,2022-03-01
25564,registered_onboarding_funnel,otp_verified,2022-03-01
25273,guest_onboarding_funnel,entered_dashboard,2022-03-01
25273,registered_onboarding_funnel,phone_entered,2022-03-01
25145,registered_onboarding_funnel,phone_entered,2022-03-01
24769,guest_onboarding_funnel,country_screen_launch,2022-03-01
24629,registered_onboarding_funnel,user_signed_up,2022-03-01
24416,registered_onboarding_funnel,first_app_open,2022-03-01
23748,registered_onboarding_funnel,phone_entered,2022-03-01
23748,registered_onboarding_funnel,grade_screen_launch,2022-03-01
22442,registered_onboarding_funnel,first_app_open,2022-03-01
22442,registered_onboarding_funnel,phone_entered,2022-03-01
22135,guest_onboarding_funnel,entered_dashboard,2022-03-01
22135,registered_onboarding_funnel,first_app_open,2022-03-01
22135,registered_onboarding_funnel,otp_verified,2022-03-01
22135,registered_onboarding_funnel,grade_screen_launch,2022-03-01
22135,registered_onboarding_funnel,gender_screen_launch,2022-03-01
22077,registered_onboarding_funnel,first_app_open,2022-03-01
22034,registered_onboarding_funnel,phone_entered,2022-03-01
21845,registered_onboarding_funnel,first_app_open,2022-03-01
21845,registered_onboarding_funnel,grade_screen_launch,2022-03-01
21754,registered_onboarding_funnel,first_app_open,2022-03-01
21245,registered_onboarding_funnel,gender_screen_launch,2022-03-01
20467,registered_onboarding_funnel,grade_screen_launch,2022-03-01
20235,guest_onboarding_funnel,entered_dashboard,2022-03-01
20235,registered_onboarding_funnel,otp_verified,2022-03-01
20235,registered_onboarding_funnel,grade_screen_launch,2022-03-01
20235,registered_onboarding_funnel,gender_screen_launch,2022-03-01
19389,registered_onboarding_funnel,phone_entered,2022-03-01
19389,registered_onboarding_funnel,name_screen_launch,2022-03-01
19187,guest_onboarding_funnel,country_screen_launch,2022-03-01
19187,registered_onboarding_funnel,first_app_open,2022-03-01
19160,registered_onboarding_funnel,first_app_open,2022-03-01
19160,registered_onboarding_funnel,otp_verified,2022-03-01
18828,registered_onboarding_funnel,first_app_open,2022-03-01
18782,registered_onboarding_funnel,otp_verified,2022-03-01
18782,registered_onboarding_funnel,user_signed_up,2022-03-01
18752,registered_onboarding_funnel,first_app_open,2022-03-01
18752,registered_onboarding_funnel,phone_entered,2022-03-01
17993,guest_onboarding_funnel,grade_screen_launch,2022-03-01
17993,registered_onboarding_funnel,first_app_open,2022-03-01
17940,registered_onboarding_funnel,grade_screen_launch,2022-03-01
17330,registered_onboarding_funnel,otp_verified,2022-03-01
16889,registered_onboarding_funnel,first_app_open,2022-03-01
16722,registered_onboarding_funnel,grade_screen_launch,2022-03-01
16641,registered_onboarding_funnel,first_app_open,2022-03-01
16641,registered_onboarding_funnel,name_screen_launch,2022-03-01
15194,guest_onboarding_funnel,entered_dashboard,2022-03-01
15078,registered_onboarding_funnel,first_app_open,2022-03-01
14538,registered_onboarding_funnel,first_app_open,2022-03-01
13810,guest_onboarding_funnel,entered_dashboard,2022-03-01
13617,registered_onboarding_funnel,otp_verified,2022-03-01
11759,guest_onboarding_funnel,grade_screen_launch,2022-03-01
11044,registered_onboarding_funnel,first_app_open,2022-03-01
11044,registered_onboarding_funnel,gender_screen_launch,2022-03-01
10947,guest_onboarding_funnel,entered_dashboard,2022-03-01
10947,registered_onboarding_funnel,grade_screen_launch,2022-03-01
10658,registered_onboarding_funnel,first_app_open,2022-03-01
10658,registered_onboarding_funnel,phone_entered,2022-03-01
10658,registered_onboarding_funnel,user_signed_up,2022-03-01
10405,registered_onboarding_funnel,otp_verified,2022-03-01
10405,registered_onboarding_funnel,grade_screen_launch,2022-03-01
9250,guest_onboarding_funnel,country_screen_launch,2022-03-01
9250,registered_onboarding_funnel,first_app_open,2022-03-01
8863,registered_onboarding_funnel,first_app_open,2022-03-01
8421,guest_onboarding_funnel,grade_screen_launch,2022-03-01
6684,registered_onboarding_funnel,first_app_open,2022-03-01
6601,registered_onboarding_funnel,phone_entered,2022-03-01
6601,registered_onboarding_funnel,user_signed_up,2022-03-01
2142,registered_onboarding_funnel,phone_entered,2022-03-01
2029,registered_onboarding_funnel,first_app_open,2022-03-01
2029,registered_onboarding_funnel,user_signed_up,2022-03-01
1263,guest_onboarding_funnel,entered_dashboard,2022-03-01
663,registered_onboarding_funnel,gender_screen_launch,2022-03-01
475,guest_onboarding_funnel,grade_screen_launch,2022-03-01
475,registered_onboarding_funnel,first_app_open,2022-03-01
167,registered_onboarding_funnel,phone_entered,2022-03-01
167,registered_onboarding_funnel,name_screen_launch,2022-03-01
158,registered_onboarding_funnel,phone_entered,2022-03-01
9989894,registered_onboarding_funnel,name_screen_launch,2022-01-08
9984515,registered_onboarding_funnel,user_signed_up,2022-01-08
9972832,registered_onboarding_funnel,first_app_open,2022-01-08
9969479,guest_onboarding_funnel,grade_screen_launch,2022-01-08
9958253,guest_onboarding_funnel,entered_dashboard,2022-01-08
9958253,registered_onboarding_funnel,otp_verified,2022-01-08
9953902,registered_onboarding_funnel,user_signed_up,2022-01-08
9953856,registered_onboarding_funnel,first_app_open,2022-01-08
9948414,registered_onboarding_funnel,otp_verified,2022-01-08
9948414,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9948193,registered_onboarding_funnel,otp_verified,2022-01-08
9944076,registered_onboarding_funnel,otp_verified,2022-01-08
9933204,guest_onboarding_funnel,entered_dashboard,2022-01-08
9933204,registered_onboarding_funnel,first_app_open,2022-01-08
9933204,registered_onboarding_funnel,phone_entered,2022-01-08
9929320,registered_onboarding_funnel,otp_verified,2022-01-08
9905425,registered_onboarding_funnel,first_app_open,2022-01-08
9901337,registered_onboarding_funnel,first_app_open,2022-01-08
9901337,registered_onboarding_funnel,name_screen_launch,2022-01-08
9901337,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9880465,guest_onboarding_funnel,entered_dashboard,2022-01-08
9832963,registered_onboarding_funnel,user_signed_up,2022-01-08
9827678,registered_onboarding_funnel,otp_verified,2022-01-08
9825222,registered_onboarding_funnel,name_screen_launch,2022-01-08
9821995,registered_onboarding_funnel,phone_entered,2022-01-08
9811450,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9807170,registered_onboarding_funnel,otp_verified,2022-01-08
9807170,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9801630,registered_onboarding_funnel,otp_verified,2022-01-08
9795820,registered_onboarding_funnel,first_app_open,2022-01-08
9772356,registered_onboarding_funnel,otp_verified,2022-01-08
9770003,registered_onboarding_funnel,name_screen_launch,2022-01-08
9770003,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9770003,registered_onboarding_funnel,user_signed_up,2022-01-08
9766865,registered_onboarding_funnel,phone_entered,2022-01-08
9742749,guest_onboarding_funnel,entered_dashboard,2022-01-08
9732640,guest_onboarding_funnel,entered_dashboard,2022-01-08
9730350,guest_onboarding_funnel,entered_dashboard,2022-01-08
9728078,registered_onboarding_funnel,name_screen_launch,2022-01-08
9728078,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9728078,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9725182,guest_onboarding_funnel,entered_dashboard,2022-01-08
9725182,registered_onboarding_funnel,user_signed_up,2022-01-08
9724511,registered_onboarding_funnel,user_signed_up,2022-01-08
9719002,registered_onboarding_funnel,user_signed_up,2022-01-08
9717077,registered_onboarding_funnel,otp_verified,2022-01-08
9712766,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9712097,registered_onboarding_funnel,user_signed_up,2022-01-08
9705369,registered_onboarding_funnel,phone_entered,2022-01-08
9705016,registered_onboarding_funnel,user_signed_up,2022-01-08
9704114,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9700718,guest_onboarding_funnel,country_screen_launch,2022-01-08
9700718,registered_onboarding_funnel,first_app_open,2022-01-08
9694997,guest_onboarding_funnel,grade_screen_launch,2022-01-08
9689734,registered_onboarding_funnel,otp_verified,2022-01-08
9686569,guest_onboarding_funnel,entered_dashboard,2022-01-08
9658913,guest_onboarding_funnel,entered_dashboard,2022-01-08
9658913,registered_onboarding_funnel,user_signed_up,2022-01-08
9657143,registered_onboarding_funnel,otp_verified,2022-01-08
9649992,registered_onboarding_funnel,otp_verified,2022-01-08
9649992,registered_onboarding_funnel,user_signed_up,2022-01-08
9639232,guest_onboarding_funnel,entered_dashboard,2022-01-08
9632792,registered_onboarding_funnel,name_screen_launch,2022-01-08
9631039,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9618617,registered_onboarding_funnel,first_app_open,2022-01-08
9618617,registered_onboarding_funnel,user_signed_up,2022-01-08
9614506,guest_onboarding_funnel,entered_dashboard,2022-01-08
9611154,registered_onboarding_funnel,first_app_open,2022-01-08
9599276,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9592911,registered_onboarding_funnel,phone_entered,2022-01-08
9584370,registered_onboarding_funnel,user_signed_up,2022-01-08
9581211,registered_onboarding_funnel,first_app_open,2022-01-08
9576729,registered_onboarding_funnel,user_signed_up,2022-01-08
9575637,registered_onboarding_funnel,first_app_open,2022-01-08
9570077,registered_onboarding_funnel,first_app_open,2022-01-08
9570077,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9564030,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9562783,registered_onboarding_funnel,phone_entered,2022-01-08
9562783,registered_onboarding_funnel,name_screen_launch,2022-01-08
9559150,registered_onboarding_funnel,phone_entered,2022-01-08
9559150,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9553474,registered_onboarding_funnel,user_signed_up,2022-01-08
9548566,registered_onboarding_funnel,phone_entered,2022-01-08
9537901,guest_onboarding_funnel,entered_dashboard,2022-01-08
9532387,registered_onboarding_funnel,otp_verified,2022-01-08
9527181,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9513552,registered_onboarding_funnel,first_app_open,2022-01-08
9509420,registered_onboarding_funnel,first_app_open,2022-01-08
9507690,registered_onboarding_funnel,otp_verified,2022-01-08
9507690,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9493075,registered_onboarding_funnel,otp_verified,2022-01-08
9493075,registered_onboarding_funnel,name_screen_launch,2022-01-08
9487385,registered_onboarding_funnel,user_signed_up,2022-01-08
9486088,guest_onboarding_funnel,entered_dashboard,2022-01-08
9474208,registered_onboarding_funnel,first_app_open,2022-01-08
9474208,registered_onboarding_funnel,name_screen_launch,2022-01-08
9442664,registered_onboarding_funnel,otp_verified,2022-01-08
9437974,registered_onboarding_funnel,otp_verified,2022-01-08
9434838,registered_onboarding_funnel,first_app_open,2022-01-08
9416852,registered_onboarding_funnel,first_app_open,2022-01-08
9415241,guest_onboarding_funnel,entered_dashboard,2022-01-08
9402361,registered_onboarding_funnel,first_app_open,2022-01-08
9391473,registered_onboarding_funnel,phone_entered,2022-01-08
9391473,registered_onboarding_funnel,user_signed_up,2022-01-08
9378613,guest_onboarding_funnel,entered_dashboard,2022-01-08
9370146,registered_onboarding_funnel,user_signed_up,2022-01-08
9365933,guest_onboarding_funnel,entered_dashboard,2022-01-08
9365933,registered_onboarding_funnel,phone_entered,2022-01-08
9352743,registered_onboarding_funnel,otp_verified,2022-01-08
9351075,registered_onboarding_funnel,first_app_open,2022-01-08
9351075,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9333365,registered_onboarding_funnel,first_app_open,2022-01-08
9327499,guest_onboarding_funnel,entered_dashboard,2022-01-08
9323039,guest_onboarding_funnel,entered_dashboard,2022-01-08
9323039,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9319894,registered_onboarding_funnel,user_signed_up,2022-01-08
9315091,guest_onboarding_funnel,entered_dashboard,2022-01-08
9315091,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9306406,registered_onboarding_funnel,first_app_open,2022-01-08
9289433,registered_onboarding_funnel,user_signed_up,2022-01-08
9289081,registered_onboarding_funnel,first_app_open,2022-01-08
9287811,guest_onboarding_funnel,entered_dashboard,2022-01-08
9287080,registered_onboarding_funnel,otp_verified,2022-01-08
9287080,registered_onboarding_funnel,name_screen_launch,2022-01-08
9277223,registered_onboarding_funnel,first_app_open,2022-01-08
9269923,guest_onboarding_funnel,grade_screen_launch,2022-01-08
9269923,registered_onboarding_funnel,name_screen_launch,2022-01-08
9257376,registered_onboarding_funnel,first_app_open,2022-01-08
9243615,registered_onboarding_funnel,first_app_open,2022-01-08
9239668,guest_onboarding_funnel,entered_dashboard,2022-01-08
9239668,registered_onboarding_funnel,user_signed_up,2022-01-08
9239447,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9237003,registered_onboarding_funnel,first_app_open,2022-01-08
9237003,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9219237,registered_onboarding_funnel,phone_entered,2022-01-08
9217647,registered_onboarding_funnel,phone_entered,2022-01-08
9216084,guest_onboarding_funnel,country_screen_launch,2022-01-08
9216084,guest_onboarding_funnel,entered_dashboard,2022-01-08
9216084,guest_onboarding_funnel,grade_screen_launch,2022-01-08
9210583,registered_onboarding_funnel,phone_entered,2022-01-08
9210583,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9204504,registered_onboarding_funnel,phone_entered,2022-01-08
9204504,registered_onboarding_funnel,otp_verified,2022-01-08
9204504,registered_onboarding_funnel,user_signed_up,2022-01-08
9202507,registered_onboarding_funnel,otp_verified,2022-01-08
9202507,registered_onboarding_funnel,user_signed_up,2022-01-08
9201645,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9200292,registered_onboarding_funnel,phone_entered,2022-01-08
9199912,guest_onboarding_funnel,entered_dashboard,2022-01-08
9198664,registered_onboarding_funnel,phone_entered,2022-01-08
9168036,guest_onboarding_funnel,entered_dashboard,2022-01-08
9167667,registered_onboarding_funnel,otp_verified,2022-01-08
9153745,registered_onboarding_funnel,first_app_open,2022-01-08
9139258,registered_onboarding_funnel,user_signed_up,2022-01-08
9135861,guest_onboarding_funnel,entered_dashboard,2022-01-08
9135861,registered_onboarding_funnel,gender_screen_launch,2022-01-08
9134120,guest_onboarding_funnel,entered_dashboard,2022-01-08
9133291,guest_onboarding_funnel,entered_dashboard,2022-01-08
9133291,registered_onboarding_funnel,otp_verified,2022-01-08
9133291,registered_onboarding_funnel,name_screen_launch,2022-01-08
9133291,registered_onboarding_funnel,grade_screen_launch,2022-01-08
9132013,guest_onboarding_funnel,entered_dashboard,2022-01-08
9132013,registered_onboarding_funnel,phone_entered,2022-01-08
9132013,registered_onboarding_funnel,otp_verified,2022-01-08
9126724,registered_onboarding_funnel,user_signed_up,2022-01-08
